"Municipal and City Level Small Area Poverty Estimates; 2006, 2009 and 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Province,,,Municipality/City,,,,,,,Poverty Incidence,,,,,,Coefficient of Variation*,,,,90% Confidence Interval,,,,,,
,,,,,,,,,,,,,,,,,,,,2006,,2009,,2012,,
Region XII,,,,,,,,,,,,,,,,,,,,,,,,,,
North Cotabato,,,Alamada,,,,,,,40.6,,44.6,,54.3,,11.9,9.9,8.5,,32.6,48.6,37.3,51.9,46.7,61.9,
,,,Carmen,,,,,,,39.4,,50.4,,56.4,,9.9,11.2,7.3,,32.9,45.8,41.1,59.7,49.6,63.2,
,,,Kabacan,,,,,,,30.6,,35.0,,38.0,,12.4,9.5,9.2,,24.3,36.8,29.6,40.5,32.3,43.7,
,,,Kidapawan City,,,,,,,20.0,,19.2,,27.7,,16.5,13.7,11.7,,14.5,25.4,14.9,23.5,22.4,33.1,
,,,Libungan,,,,,,,31.5,,32.1,,39.6,,13.8,11.9,8.9,,24.3,38.6,25.8,38.4,33.8,45.4,
,,,Magpet,,,,,,,43.9,,36.7,,48.9,,8.5,10.3,8.2,,37.7,50.1,30.4,42.9,42.3,55.5,
,,,Makilala,,,,,,,29.0,,23.2,,39.4,,11.5,11.5,7.8,,23.5,34.5,18.8,27.6,34.3,44.5,
,,,Matalam,,,,,,,35.8,,34.9,,43.0,,10.1,9.1,7.4,,29.8,41.7,29.7,40.1,37.8,48.3,
,,,Midsayap,,,,,,,31.5,,33.0,,39.6,,7.2,8.6,6.1,,27.8,35.3,28.3,37.7,35.6,43.5,
,,,M'lang,,,,,,,32.0,,34.5,,38.3,,16.1,9.1,6.8,,23.6,40.5,29.4,39.7,34.0,42.5,
,,,Pigkawayan,,,,,,,33.0,,39.0,,41.9,,9.6,8.7,6.9,,27.7,38.2,33.4,44.6,37.1,46.6,
,,,Pikit,,,,,,,51.9,,48.5,,57.8,,8.9,7.3,7.3,,44.3,59.5,42.7,54.4,50.9,64.7,
,,,President Roxas,,,,,,,36.7,,35.3,,47.6,,12.3,10.8,7.9,,29.3,44.1,29.0,41.6,41.4,53.7,
,,,Tulunan,,,,,,,34.7,,38.2,,45.4,,10.5,9.6,7.0,,28.7,40.7,32.2,44.3,40.2,50.6,
,,,Antipas,,,,,,,33.3,,30.9,,41.1,,14.5,14.9,12.2,,25.4,41.3,23.3,38.4,32.9,49.3,
,,,Banisilan,,,,,,,48.4,,43.8,,45.4,,12.9,10.2,10.5,,38.1,58.6,36.4,51.1,37.6,53.3,
,,,Aleosan,,,,,,,45.6,,47.1,,58.2,,11.5,10.8,8.8,,36.9,54.2,38.7,55.4,49.7,66.6,
,,,Arakan,,,,,,,45.8,,48.0,,53.9,,9.2,9.8,7.6,,38.9,52.7,40.3,55.8,47.1,60.7,
South Cotabato,,,Banga,,,,,,,30.6,,31.3,,30.9,,11.3,11.4,12.4,,24.9,36.2,25.4,37.1,24.5,37.2,
,,,General Santos City,,,,,,,16.7,,22.5,,19.3,,17.1,13.1,17.8,,12.0,21.4,17.7,27.3,13.6,25.0,
,,,Koronodal City,,,,,,,19.9,,21.7,,21.7,,15.2,12.5,13.1,,14.9,24.8,17.2,26.1,17.0,26.4,
,,,Norala,,,,,,,26.3,,33.1,,28.5,,13.3,12.5,16.0,,20.5,32.0,26.3,39.9,21.0,36.0,
,,,Polomolok,,,,,,,21.2,,22.8,,22.8,,17.9,15.1,19.1,,15.0,27.4,17.1,28.5,15.6,30.0,
,,,Surallah,,,,,,,27.1,,30.5,,32.0,,14.1,11.1,11.9,,20.8,33.5,25.0,36.1,25.7,38.3,
,,,Tampakan,,,,,,,31.4,,33.1,,37.3,,13.5,11.9,11.7,,24.4,38.3,26.6,39.5,30.1,44.4,
,,,Tantangan,,,,,,,31.0,,38.2,,35.4,,14.3,11.5,13.0,,23.7,38.3,31.0,45.4,27.8,43.0,
,,,T'boli,,,,,,,49.8,,52.7,,60.2,,9.9,7.3,7.6,,41.7,58.0,46.4,59.0,52.7,67.7,
,,,Tupi,,,,,,,32.6,,34.7,,32.9,,11.0,12.8,11.8,,26.7,38.5,27.4,42.0,26.5,39.3,
,,,Santo Nino,,,,,,,28.1,,32.1,,28.0,,19.0,14.5,18.0,,19.3,36.8,24.5,39.8,19.7,36.2,
,,,Lake Sebu,,,,,,,55.1,,52.8,,63.5,,13.2,10.5,10.5,,43.1,67.1,43.7,62.0,52.5,74.4,
Sultan Kudarat,,,Bagumbayan,,,,,,,41.9,,46.9,,47.6,,11.0,9.5,8.9,,34.3,49.4,39.6,54.3,40.7,54.6,
,,,Colombio,,,,,,,45.5,,54.4,,54.7,,12.4,10.5,7.9,,36.2,54.7,45.0,63.8,47.5,61.8,
,,,Esperanza,,,,,,,31.3,,33.2,,38.6,,17.0,10.5,8.7,,22.5,40.1,27.5,39.0,33.1,44.1,
,,,Isulan,,,,,,,25.5,,26.8,,29.9,,14.3,12.3,12.9,,19.5,31.5,21.3,32.2,23.6,36.3,
,,,Kalamansig,,,,,,,47.3,,50.6,,51.0,,10.3,9.6,9.8,,39.2,55.3,42.6,58.6,42.7,59.2,
,,,Lebak,,,,,,,37.1,,46.0,,50.9,,9.1,8.1,7.5,,31.5,42.7,39.9,52.1,44.6,57.2,
,,,Lutayan,,,,,,,58.8,,51.1,,51.3,,11.5,11.0,9.3,,47.7,69.9,41.8,60.3,43.4,59.1,
,,,Lambayong,,,,,,,34.2,,41.4,,42.1,,10.9,9.4,8.2,,28.1,40.4,35.0,47.8,36.4,47.8,
,,,Palimbang,,,,,,,50.0,,63.7,,57.6,,10.9,6.2,9.7,,41.1,59.0,57.2,70.2,48.4,66.8,
,,,President Quirino,,,,,,,31.9,,31.7,,32.7,,14.3,13.1,10.3,,24.4,39.4,24.9,38.6,27.2,38.3,
,,,Tacurong City,,,,,,,19.6,,18.5,,22.2,,14.3,13.6,14.4,,15.0,24.2,14.3,22.6,16.9,27.4,
,,,Sen. Ninoy Aquino,,,,,,,40.9,,47.6,,54.6,,9.2,9.6,8.7,,34.7,47.1,40.1,55.1,46.8,62.4,
Sarangani,,,Alabel,,,,,,,32.3,,41.0,,45.9,,17.0,12.0,11.4,,23.3,41.3,32.9,49.1,37.3,54.5,
,,,Glan,,,,,,,37.2,,47.0,,49.0,,8.8,8.8,8.2,,31.8,42.5,40.1,53.8,42.5,55.6,
,,,Kiamba,,,,,,,31.3,,45.0,,36.4,,13.6,11.0,11.5,,24.3,38.3,36.8,53.1,29.5,43.3,
,,,Maasim,,,,,,,37.7,,52.2,,44.1,,13.2,11.2,11.4,,29.5,45.9,42.6,61.8,35.8,52.3,
,,,Maitum,,,,,,,32.5,,42.8,,39.8,,12.2,9.9,9.6,,25.9,39.0,35.8,49.7,33.5,46.0,
,,,Malapatan,,,,,,,43.9,,54.1,,53.1,,15.9,11.0,10.4,,32.4,55.3,44.3,63.9,44.0,62.2,
,,,Malungon,,,,,,,37.9,,45.3,,47.0,,10.0,9.0,9.9,,31.7,44.1,38.6,52.1,39.4,54.7,
Cotabato City,,,Cotobato City,,,,,,,21.1,,26.9,,29.7,,16.4,18.4,9.3,,15.4,26.8,18.0,35.8,25.2,34.3,
ARMM,,,,,,,,,,,,,,,,,,,,,,,,,,
Basilan,,,Lamitan City,,,,,,,33.8,,17.5,,31.9,,20.4,20.4,10.0,,24.5,43.2,11.6,23.4,26.7,37.2,
,,,Lantawan,,,,,,,47.0,,25.2,,34.8,,17.2,17.2,13.3,,34.2,59.8,18.1,32.3,27.1,42.4,
,,,Maluso,,,,,,,48.0,,39.2,,37.5,,17.0,17.0,14.2,,34.6,61.4,28.2,50.1,28.7,46.3,
,,,Sumisip,,,,,,,49.6,,29.4,,52.8,,16.8,16.8,11.8,,38.4,60.7,21.3,37.5,42.5,63.1,
,,,Tipo-Tipo,,,,,,,38.7,,28.0,,35.1,,22.4,22.4,16.8,,24.0,53.4,17.7,38.3,25.4,44.8,
,,,Tuburan,,,,,,,50.7,,37.6,,43.5,,19.7,19.7,13.7,,30.5,70.9,25.5,49.8,33.6,53.3,
,,,Akbar,,,,,,,41.4,,32.7,,53.9,,21.3,21.3,13.9,,20.2,62.5,21.3,44.1,41.6,66.2,
,,,Al-barka,,,,,,,45.5,,27.0,,57.0,,18.5,18.5,14.2,,29.7,61.3,18.8,35.2,43.7,70.3,
,,,Hadji Mohammad Ajul,,,,,,,48.3,,30.5,,45.5,,17.8,17.8,13.7,,32.4,64.1,21.6,39.5,35.2,55.8,
,,,Ungkaya Pukan,,,,,,,47.0,,26.5,,48.7,,21.8,21.8,13.6,,30.5,63.5,17.0,35.9,37.7,59.6,
,,,Hadju Muhtamad,,,,,,,-,,35.5,,45.7,,18.6,18.6,16.1,,-,-,24.7,46.4,33.6,57.8,
,,,Tabuan-Lasa,,,,,,,-,,40.3,,51.6,,18.3,18.3,14.7,,-,-,28.1,52.4,39.1,64.1,
Lanao del Sur,,,Bacolod-Kalawi,,,,,,,33.6,,29.4,,84.8,,13.9,13.9,6.7,,18.7,48.5,22.7,36.1,75.5,94.0,
,,,Balabagan,,,,,,,28.7,,34.4,,53.9,,13.6,13.6,9.7,,17.5,39.8,26.8,42.1,45.3,62.5,
,,,Balindong (Watu),,,,,,,36.8,,42.9,,63.6,,16.3,16.3,9.1,,21.9,51.7,31.4,54.4,54.0,73.1,
,,,Bayang,,,,,,,36.5,,33.9,,69.8,,14.5,14.5,8.1,,21.5,51.5,25.8,42.0,60.5,79.1,
,,,Binidayan,,,,,,,25.3,,36.8,,63.9,,15.5,15.5,8.1,,13.5,37.1,27.4,46.2,55.3,72.4,
,,,Bubong,,,,,,,35.0,,42.6,,52.9,,16.5,16.5,13.9,,18.5,51.6,31.0,54.1,40.8,65.0,
,,,Butig,,,,,,,30.6,,37.1,,58.9,,16.4,16.4,9.8,,18.1,43.0,27.1,47.1,49.5,68.4,
,,,Ganassi,,,,,,,30.2,,34.8,,68.8,,14.0,14.0,8.0,,18.6,41.9,26.8,42.8,59.8,77.9,
,,,Kapai,,,,,,,41.7,,43.0,,74.8,,15.1,15.1,8.2,,23.3,60.0,32.3,53.7,64.6,84.9,
,,,Lumba-Bayabao (Maguing),,,,,,,24.3,,38.8,,74.0,,14.8,14.8,7.6,,15.2,33.4,29.3,48.2,64.7,83.3,
,,,Lumbatan,,,,,,,34.0,,36.8,,59.4,,12.8,12.8,8.5,,16.1,51.8,29.1,44.5,51.1,67.8,
,,,Madalum,,,,,,,27.9,,32.6,,60.9,,13.9,13.9,8.4,,17.9,37.9,25.1,40.0,52.4,69.3,
,,,Madamba,,,,,,,23.3,,46.7,,66.9,,15.0,15.0,7.9,,12.7,33.8,35.2,58.3,58.2,75.6,
,,,Malabang,,,,,,,28.8,,37.7,,68.1,,13.7,13.7,8.2,,17.7,39.9,29.2,46.2,58.9,77.2,
,,,Marantao,,,,,,,33.0,,29.2,,60.2,,16.0,16.0,7.4,,20.3,45.6,21.5,36.9,52.9,67.5,
,,,Marawi City,,,,,,,27.6,,34.5,,60.0,,13.7,13.7,7.8,,20.0,35.1,26.7,42.3,52.3,67.8,
,,,Masiu,,,,,,,32.8,,39.4,,59.5,,17.6,17.6,8.5,,20.1,45.5,28.0,50.7,51.2,67.7,
,,,Mulondo,,,,,,,37.1,,54.2,,65.4,,18.8,18.8,8.5,,20.7,53.4,37.4,71.0,56.3,74.5,
,,,Pagayawan (Tatarikan),,,,,,,38.8,,43.5,,71.6,,16.7,16.7,8.3,,22.7,54.9,31.5,55.5,61.8,81.3,
,,,Piagapo,,,,,,,38.6,,37.0,,81.4,,11.9,11.9,6.7,,23.9,53.4,29.7,44.2,72.4,90.4,
,,,Poona Bayabao  (Gata),,,,,,,31.9,,28.3,,64.3,,16.5,16.5,8.0,,18.6,45.3,20.6,36.0,55.9,72.8,
,,,Pualas,,,,,,,25.6,,27.5,,72.5,,17.0,17.0,9.2,,15.5,35.7,19.8,35.2,61.6,83.4,
,,,Ditsaan-Ramain,,,,,,,33.0,,41.9,,67.0,,14.6,14.6,8.2,,20.7,45.2,31.9,51.9,58.0,76.0,
,,,Saguiaran,,,,,,,37.4,,33.2,,72.0,,13.4,13.4,8.5,,21.2,53.6,25.9,40.5,61.9,82.2,
,,,Tamparan,,,,,,,30.3,,39.9,,68.3,,14.6,14.6,8.2,,18.6,42.0,30.3,49.5,59.1,77.5,
,,,Taraka,,,,,,,30.9,,38.0,,67.8,,14.3,14.3,8.1,,17.1,44.7,29.1,46.9,58.8,76.8,
,,,Tubaran,,,,,,,40.3,,44.4,,51.7,,16.4,16.4,10.4,,25.5,55.1,32.4,56.4,42.9,60.6,
,,,Tugaya,,,,,,,39.7,,45.3,,68.4,,17.4,17.4,8.3,,20.4,59.1,32.3,58.3,59.0,77.8,
,,,Wao,,,,,,,27.6,,25.5,,73.8,,16.4,16.4,8.3,,17.2,38.0,18.6,32.3,63.7,83.9,
,,,Marogong,,,,,,,46.1,,46.2,,76.2,,16.2,16.2,9.0,,28.0,64.2,33.9,58.6,64.9,87.5,
,,,Calanogas,,,,,,,39.8,,53.9,,72.5,,18.6,18.6,8.5,,24.1,55.6,37.4,70.4,62.3,82.7,
,,,Buadiposo-Buntong,,,,,,,31.0,,38.6,,52.8,,15.0,15.0,11.1,,17.0,45.1,29.1,48.1,43.2,62.5,
,,,Maguing,,,,,,,33.0,,29.9,,58.8,,13.6,13.6,9.0,,21.0,45.1,23.2,36.6,50.0,67.5,
,,,Sultan Gumander,,,,,,,40.5,,47.3,,72.7,,14.5,14.5,7.7,,23.8,57.3,36.1,58.6,63.5,81.9,
,,,Lumbayanague,,,,,,,30.1,,55.7,,81.9,,17.4,17.4,6.8,,17.1,43.1,39.8,71.6,72.7,91.1,
,,,Bumbaran,,,,,,,34.1,,37.8,,62.7,,16.6,16.6,7.0,,21.0,47.1,27.4,48.1,55.4,69.9,
,,,Tagoloan II,,,,,,,45.7,,59.3,,60.8,,15.6,15.6,9.7,,23.9,67.5,44.0,74.5,51.1,70.4,
,,,Kapatagan,,,,,,,29.4,,32.3,,60.4,,14.8,14.8,8.4,,16.7,42.1,24.5,40.1,52.1,68.8,
,,,Sultan Dumalondong,,,,,,,46.0,,51.4,,73.0,,20.4,20.4,8.0,,20.4,71.6,34.1,68.7,63.4,82.6,
,,,Lumbaca-Unayan,,,,,,,34.8,,36.0,,76.5,,19.1,19.1,9.1,,16.7,52.9,24.7,47.3,65.1,87.9,
Maguindanao,,,Ampatuan,,,,,,,36.1,,51.9,,63.3,,11.9,11.9,12.7,,20.0,52.2,41.7,62.1,50.0,76.6,
,,,Buldon,,,,,,,45.1,,53.4,,65.1,,12.9,12.9,11.6,,33.8,56.5,42.0,64.7,52.7,77.6,
,,,Buluan,,,,,,,47.3,,50.7,,71.7,,20.8,20.8,13.4,,23.7,70.9,33.4,68.1,55.8,87.5,
,,,Datu Paglas,,,,,,,47.2,,48.4,,76.4,,10.8,10.8,12.4,,34.0,60.3,39.8,57.0,60.8,92.0,
,,,Datu Piang,,,,,,,56.2,,52.5,,68.4,,21.6,21.6,12.6,,41.4,71.0,33.8,71.2,54.3,82.5,
,,,Datu Odin Sinsuat (Dinaig),,,,,,,44.3,,45.0,,62.0,,10.0,10.0,15.2,,33.4,55.2,37.6,52.4,46.5,77.6,
,,,Shariff Aguak (Maganoy),,,,,,,54.2,,56.9,,74.5,,14.8,14.8,12.4,,39.6,68.7,43.1,70.8,59.3,89.7,
,,,Matanog,,,,,,,52.5,,43.7,,59.3,,16.7,16.7,10.8,,35.3,69.7,31.7,55.7,48.8,69.9,
,,,Pagalungan,,,,,,,53.0,,46.7,,37.5,,13.2,13.2,22.3,,38.2,67.7,36.6,56.9,23.8,51.2,
,,,Parang,,,,,,,36.1,,42.0,,74.0,,13.4,13.4,13.5,,24.9,47.3,32.7,51.3,57.6,90.3,
,,,Sultan Kudarat (Nuling),,,,,,,50.1,,50.0,,54.7,,7.2,7.2,12.3,,40.9,59.4,44.1,55.9,43.6,65.7,
,,,Sultan Sa Barongis (Lambayong),,,,,,,61.8,,61.1,,66.5,,10.0,10.0,13.1,,45.2,78.3,51.1,71.1,52.2,80.8,
,,,Kabuntalan (Tumbao),,,,,,,51.3,,62.8,,57.6,,10.1,10.1,14.6,,36.7,65.9,52.3,73.3,43.8,71.4,
,,,Upi,,,,,,,49.0,,34.8,,66.4,,14.8,14.8,13.3,,36.3,61.7,26.3,43.2,51.8,80.9,
,,,Talayan,,,,,,,56.7,,50.9,,80.3,,11.1,11.1,10.0,,41.7,71.6,41.6,60.3,67.0,93.5,
,,,South Upi,,,,,,,53.5,,42.9,,68.7,,16.2,16.2,12.6,,37.1,70.0,31.5,54.3,54.5,82.9,
,,,Barira,,,,,,,46.7,,39.9,,43.7,,13.2,13.2,15.8,,32.7,60.8,31.2,48.6,32.3,55.1,
,,,Gen. S. K. Pendatun,,,,,,,62.6,,61.0,,52.3,,10.1,10.1,17.4,,49.4,75.9,50.9,71.1,37.4,67.3,
,,,Mamasapano,,,,,,,59.0,,55.8,,73.7,,13.5,13.5,11.3,,42.3,75.7,43.4,68.2,59.9,87.4,
,,,Talitay,,,,,,,63.0,,51.9,,77.1,,15.1,15.1,10.1,,47.6,78.5,39.0,64.9,64.3,90.0,
,,,Pagagawan,,,,,,,50.7,,53.0,,76.2,,11.4,11.4,11.2,,35.9,65.6,43.1,62.9,62.1,90.3,
,,,Paglat,,,,,,,62.4,,61.1,,69.6,,12.0,12.0,12.0,,38.4,86.3,49.1,73.2,55.8,83.4,
,,,Sultan Mastura,,,,,,,48.3,,44.4,,62.8,,14.5,14.5,14.8,,34.0,62.5,33.8,55.0,47.5,78.2,
,,,Guindulungan,,,,,,,60.5,,64.5,,75.8,,10.0,10.0,13.4,,46.2,74.8,53.9,75.2,59.1,92.5,
,,,Datu Saudi-Ampatuan,,,,,,,53.2,,43.4,,83.0,,18.3,18.3,10.2,,39.6,66.9,30.3,56.5,69.0,96.9,
,,,Datu Unsay,,,,,,,63.0,,47.1,,70.9,,21.1,21.1,12.2,,45.3,80.7,30.7,63.4,56.7,85.1,
,,,Datu Abdullah Sangki,,,,,,,43.4,,51.0,,68.6,,13.7,13.7,13.6,,26.8,60.0,39.5,62.5,53.3,83.9,
,,,Rajah Buayan,,,,,,,55.5,,53.9,,70.5,,11.6,11.6,12.6,,37.0,74.0,43.7,64.2,55.9,85.1,
,,,Datu Blah T. Sinsuat,,,,,,,56.9,,48.7,,66.8,,13.0,13.0,15.3,,39.6,74.1,38.2,59.1,50.0,83.6,
,,,Datu Anggal Midtimbang,,,,,,,52.5,,57.0,,74.8,,14.0,14.0,11.5,,33.7,71.3,43.8,70.1,60.6,89.0,
,,,Mangudadatu,,,,,,,62.6,,56.9,,64.7,,12.4,12.4,15.7,,40.5,84.6,45.3,68.5,48.0,81.4,
,,,Pandag,,,,,,,61.6,,66.8,,70.2,,11.5,11.5,14.9,,43.4,79.8,54.1,79.4,53.0,87.4,
,,,Northern Kabuntalan,,,,,,,47.4,,41.2,,64.0,,14.8,14.8,15.0,,34.7,60.2,31.1,51.2,48.2,79.7,
,,,Datu Hoffer Ampatuan,,,,,,,-,,49.1,,69.0,,16.4,16.4,13.7,,-,-,35.8,62.4,53.4,84.6,
,,,Datu Salibo,,,,,,,-,,52.5,,74.2,,11.4,11.4,11.9,,-,-,42.6,62.3,59.6,88.7,
,,,Shariff Saydona Mustapha,,,,,,,-,,51.2,,66.0,,15.2,15.2,12.3,,-,-,38.4,64.0,52.6,79.4,
Sulu,,,Indanan,,,,,,,54.2,,42.7,,64.7,,12.8,12.8,13.4,,43.2,65.1,33.7,51.6,50.5,78.9,
,,,Jolo,,,,,,,43.3,,46.1,,48.4,,17.0,17.0,9.9,,23.3,63.3,33.3,59.0,40.5,56.2,
,,,Kalingalan Caluang,,,,,,,65.0,,48.3,,42.6,,15.6,15.6,26.0,,47.0,83.0,35.9,60.7,24.4,60.8,
,,,Luuk,,,,,,,70.2,,47.9,,46.3,,14.5,14.5,18.6,,57.0,83.4,36.5,59.4,32.2,60.5,
,,,Maimbung,,,,,,,57.2,,51.9,,56.0,,10.8,10.8,14.8,,41.6,72.7,42.7,61.2,42.3,69.7,
,,,"Hadji Panglima Tahil
(Marunggas)",,,,,,,60.9,,53.2,,49.6,,19.7,19.7,12.3,,36.5,85.3,36.0,70.4,39.6,59.7,
,,,Old Panamao,,,,,,,55.3,,55.9,,48.3,,12.5,12.5,15.3,,39.9,70.7,44.4,67.4,36.2,60.4,
,,,Pangutaran,,,,,,,50.9,,49.3,,51.9,,12.0,12.0,20.9,,34.2,67.6,39.5,59.0,34.0,69.7,
,,,Parang,,,,,,,54.7,,53.2,,48.4,,9.5,9.5,11.7,,42.6,66.8,44.8,61.5,39.1,57.7,
,,,Pata,,,,,,,52.8,,52.6,,52.1,,14.1,14.1,13.5,,35.9,69.6,40.4,64.7,40.6,63.7,
,,,Patikul,,,,,,,44.6,,37.0,,48.0,,14.3,14.3,11.4,,31.1,58.1,28.3,45.6,39.0,57.0,
,,,Siasi,,,,,,,59.7,,46.1,,55.8,,9.9,9.9,11.8,,45.1,74.3,38.6,53.6,44.9,66.6,
,,,Talipao,,,,,,,51.2,,59.8,,42.9,,8.5,8.5,14.0,,39.9,62.4,51.4,68.1,33.0,52.8,
,,,Tapul,,,,,,,57.7,,52.4,,43.6,,11.4,11.4,10.9,,41.7,73.7,42.6,62.2,35.8,51.4,
,,,Tongkil,,,,,,,69.8,,51.2,,44.0,,12.5,12.5,13.6,,55.8,83.8,40.6,61.8,34.1,53.9,
,,,"Panglima Estino (New
Panamao)",,,,,,,51.9,,68.7,,44.3,,11.6,11.6,14.3,,36.5,67.4,55.6,81.8,33.9,54.7,
,,,Lugus,,,,,,,54.4,,50.1,,67.2,,12.7,12.7,12.1,,36.8,72.0,39.6,60.6,53.8,80.6,
,,,Pandami,,,,,,,57.0,,49.2,,42.0,,12.7,12.7,13.4,,41.0,73.0,38.9,59.5,32.7,51.2,
,,,Omar,,,,,,,-,,50.8,,48.8,,19.4,19.4,12.8,,-,-,34.6,67.0,38.5,59.1,
Tawi-tawi,,,Panglima Sugala (Balimbing),,,,,,,52.8,,44.9,,54.0,,14.6,14.6,17.3,,37.1,68.5,34.1,55.7,38.6,69.4,
,,,Bongao,,,,,,,39.4,,27.7,,41.7,,15.0,15.0,16.1,,29.2,49.7,20.8,34.5,30.7,52.7,
,,,Mapun (Cagayan De Tawi-Tawi),,,,,,,46.2,,35.2,,30.6,,16.2,16.2,14.7,,32.9,59.6,25.8,44.6,23.2,38.0,
,,,Simunul,,,,,,,32.4,,30.4,,42.5,,18.6,18.6,16.2,,18.9,45.9,21.1,39.7,31.1,53.8,
,,,Sitangkai,,,,,,,36.6,,31.7,,23.8,,23.8,23.8,21.6,,21.7,51.6,19.3,44.1,15.3,32.2,
,,,South Ubian,,,,,,,43.7,,36.4,,27.9,,12.8,12.8,22.2,,30.9,56.5,28.7,44.0,17.8,38.1,
,,,Tandubas,,,,,,,45.2,,35.3,,27.6,,17.4,17.4,15.6,,31.3,59.0,25.2,45.4,20.5,34.6,
,,,Turtle Islands,,,,,,,43.4,,28.6,,30.4,,45.4,45.4,19.6,,12.3,74.5,7.2,49.9,20.6,40.2,
,,,Languyan,,,,,,,40.0,,38.0,,32.1,,17.1,17.1,41.7,,28.5,51.4,27.3,48.7,10.1,54.0,
,,,Sapa-Sapa,,,,,,,45.7,,37.2,,33.3,,14.2,14.2,17.6,,31.4,60.0,28.6,45.9,23.7,42.9,
,,,Sibutu,,,,,,,34.7,,38.9,,31.5,,17.6,17.6,19.2,,21.8,47.6,27.6,50.2,21.5,41.5,
Caraga,,,,,,,,,,,,,,,,,,,,,,,,,,
Agusan del Norte,,,Buenavista,,,,,,,34.1,,38.0,,30.8,,8.5,8.5,10.0,,28.6,39.5,32.7,43.2,25.7,35.8,
,,,Butuan City,,,,,,,24.6,,27.6,,18.7,,17.7,6.3,10.0,,21.0,28.2,24.7,30.4,15.6,21.7,
,,,Cabadbaran,,,,,,,28.0,,28.4,,24.9,,10.1,9.6,9.4,,22.5,33.6,23.9,32.9,21.0,28.7,
,,,Carmen,,,,,,,37.1,,40.6,,37.7,,13.3,12.7,12.5,,28.7,45.6,32.1,49.1,29.9,45.4,
,,,Jabonga,,,,,,,48.6,,45.7,,48.1,,12.7,8.1,7.9,,40.3,56.8,39.6,51.8,41.8,54.4,
,,,Kitcharao,,,,,,,39.0,,39.9,,40.0,,12.5,10.0,10.9,,27.7,50.3,33.3,46.4,32.8,47.2,
,,,Las Nieves,,,,,,,52.3,,53.0,,59.4,,12.6,6.6,8.3,,43.6,60.9,47.3,58.8,51.3,67.6,
,,,Magallanes,,,,,,,34.2,,28.6,,25.9,,13.1,15.1,15.9,,26.7,41.7,21.5,35.7,19.1,32.6,
,,,Nasipit,,,,,,,23.0,,28.3,,20.7,,6.7,10.9,12.6,,18.2,27.8,23.2,33.3,16.4,25.0,
,,,Santiago,,,,,,,55.5,,47.7,,40.5,,8.9,10.2,12.5,,44.0,66.9,39.7,55.7,32.2,48.9,
,,,Tubay,,,,,,,39.6,,39.2,,42.7,,5.4,10.5,8.7,,31.4,47.8,32.4,46.0,36.6,48.8,
,,,Remedios T. Romualdez,,,,,,,38.3,,41.0,,36.1,,6.3,11.5,12.2,,30.0,46.6,33.3,48.7,28.8,43.3,
Agusan del Sur,,,Bayugan City,,,,,,,46.1,,48.4,,35.9,,5.7,6.3,7.3,,41.0,51.2,43.4,53.4,31.5,40.2,
,,,Bunawan,,,,,,,60.8,,54.2,,39.1,,6.7,7.1,11.2,,51.9,69.8,47.9,60.5,31.9,46.3,
,,,Esperanza,,,,,,,66.9,,61.9,,52.9,,9.5,4.4,5.9,,61.0,72.7,57.4,66.4,47.7,58.0,
,,,La Paz,,,,,,,74.2,,66.7,,52.8,,6.8,5.9,8.4,,66.5,81.9,60.2,73.2,45.5,60.1,
,,,Loreto,,,,,,,70.3,,56.9,,48.6,,5.3,6.9,8.7,,63.7,76.8,50.5,63.3,41.6,55.6,
,,,Prosperidad,,,,,,,53.5,,52.8,,39.3,,8.1,5.8,7.5,,47.6,59.4,47.8,57.8,34.4,44.2,
,,,Rosario,,,,,,,56.0,,48.2,,40.0,,8.8,10.0,12.4,,47.3,64.7,40.3,56.1,31.8,48.1,
,,,San Francisco,,,,,,,41.9,,39.7,,30.8,,11.7,6.4,7.2,,37.2,46.6,35.5,43.9,27.1,34.5,
,,,San Luis,,,,,,,69.7,,62.0,,55.7,,7.1,4.5,6.1,,63.6,75.7,57.4,66.6,50.1,61.2,
,,,Santa Josefa,,,,,,,54.0,,53.3,,36.0,,6.0,6.9,10.3,,46.9,61.2,47.3,59.4,29.9,42.1,
,,,Talacogon,,,,,,,56.1,,58.0,,46.0,,10.4,6.8,7.3,,48.0,64.2,51.5,64.4,40.4,51.5,
,,,Trento,,,,,,,42.6,,49.1,,34.0,,15.0,10.1,11.5,,34.3,50.8,40.9,57.2,27.6,40.5,
,,,Veruela,,,,,,,63.0,,58.5,,48.7,,6.5,5.8,8.7,,55.6,70.4,52.9,64.0,41.8,55.7,
,,,Sibagat,,,,,,,63.3,,59.4,,47.8,,13.5,6.2,7.2,,57.1,69.5,53.3,65.5,42.1,53.4,
Surigao del Norte,,,Alegria,,,,,,,47.6,,57.2,,38.3,,7.8,8.5,10.0,,39.4,55.7,49.1,65.2,32.0,44.5,
,,,Bacuag,,,,,,,35.3,,50.6,,37.1,,10.9,10.7,12.7,,26.6,44.1,41.7,59.5,29.4,44.9,
,,,Burgos,,,,,,,46.9,,53.2,,40.4,,9.3,11.2,13.9,,36.5,57.3,43.4,63.0,31.1,49.6,
